abstract,author,title,year
"
					,
					,
,
				","
							,
																				","
		An Extended Data Protection Model Based on Cipher-Text-Policy Attribute Based Encryption Model and an XACML Framework in Cloud Computing
	",
"
					,
					,
,
				","
							,
																				","
		Innovative Technique for Measurement Fingerprint of Cracks and Strain on the Surfaces of the Archaeological Painting, Aswan Case Study
	",
"
					,
					,
,
				","
							,
																				","
		Solving Fuzzy Multi-Objective Linear Programming Problems with Non Linear Membership Function Using Artificial Neural Networks
	",
"
					,
					,
				","
							,
																				","
		A Study on the Influence of Sustainability Related Factors on the             Online Purchase Decisions of Customers
	",
"
					,
					,
				","
							,
																				","
		LACK OF VISIBILITY OF ECO-LABELS: A STUDY ON CONSUMER DECEPTION
	",
"
					,
					,
				","
							,
																				","
		Is Digital GOOD for providing water security?- A case study of                              India
	",
"
					,
					,
,
				","
							,
																				","
		Coefficient Inequality for Sakaguchi kind of Functions Related to Shell – like Curves Connected with Fibonacci numbers
	",
"
					,
					,
				","
							,
																				","
		Enhanced Audio Signal Noise Removal using Five Level Fuzzy Haar Wavelet Transform
	",
"
					,
					,
				","
							,
																				","
		Super C-Heronian Mean Labeling of Graphs
	",
"
					,
					,
,
,
				","
							,
																				","
		Logarithmic Mean Labeling of Duplicating a           Vertex and an Edge of Some Graphs
	",
"
					,
					,
				","
							,
																				","
		COVERING IN OPERATIONS ON FUZZY GRAPHS
	",
"
					,
					,
				","
							,
																				","
		Domination in Hesitancy Fuzzy Graphs
	",
"
					,
					,
				","
							,
																				","
		Characterization of the set of all k-g inverses of k-Regular Intuitionistic Fuzzy Matrices
	",
"
					,
					,
				","
							,
																				","
		SOME  COMMON FIXED POINT THEOREM USING OCCASIONALLY WEAKLY  COMPATIBLE AND RECIPROCAL CONTINUITY  IN INTUITIONISTICFUZZY METRIC SPACES
	",
"
					,
					,
				","
							,
																				","
		On quasi n – power – hyponormal operators
	",
"
					,
					,
				","
							,
																				","
		COMMON FIXEDPOINTTHEOREM IN COMPLETE INTUITIONISTICFUZZY METRIC SPACE
	",
"
					,
					,
,
				","
							,
																				","
		Nonlinear Impulsive Integrodifferential Equations with Nonlocal Conditions in Banach Spaces
	",
"
					,
					,
				","
							,
																				","
		SUSTAINABLE AFTER SALE SERVICES: THE EFFECT OF PERCEIVED VALUE ON CUSTOMERS’ BEHAVIOURAL INTENTION
	",
"
					,
					,
				","
							,
																				","
		INCREASING UNDERUTILISED DATA IN INDIA: OPPORTUNITIES AND CHALLENGES
	",
"
					,
					,
				","
							,
																				","
		Triangular fuzzy antimagic labeling on some special graphs
	",
"
					,
					,
				","
							,
																				","
		Fuzzy Flow Shop Scheduling Problems with transportation time & weightage of jobs
	",
"
					,
					,
				","
							,
																				","
		External Equitable Domination in Graphs
	",
"
					,
					,
				","
							,
																				","
		Perfect Dominating sets and Perfect Domination Polynomial of a Path
	",
"
					,
					,
				","
							,
																				","
		CONTRA gη-CONTINUITYIN TOPOLOGICAL SPACES
	",
"
					,
					,
				","
							,
																				","
		EFFECTS OF YOGIC PRACTICE AND CALISTHENICS EXERCISEON SELECTED SPEED AND AGILITY VARIABLES OF INTER COLLEGIATE FOOTBALL PLAYERS
	",
"
					,
					,
				","
							,
																				","
		Comparative analysis of rural consumer’s purchase behavior towards mobile phone in Karnataka
	",
"
					,
					,
				","
							,
																				","
		Measuring Impact of Macro Economic Variable on Capital Market: Comparative Modelling Approach
	",
"
					,
					,
				","
							,
																				","
		INTERVAL VALUED FUZZY SOFTMATRICES IN DIABETES
	",
"
					,
					,
,
,
,
				","
							,
																				","
		A DIRECT PROOF OF CONVERGENCE OF EULER PRODUCT FOR Ld(1)
	",
"
					,
					,
				","
							,
																				","
		Design and Analysis of Nano-Band Pass and Stop Filters for High Data Rate Applications
	",
"
					,
					,
				","
							,
																				","
		KRONECKER’S LEMMA AND A CONVERSE WITH APPLICATIONS
	",
"
					,
					,
				","
							,
																				","
		ON  Gd-DISTANCE OF A GRAPH
	",
"
					,
					,
				","
							,
																				","
		A STUDY ON JOB STRESS AMONG WOMEN EMPLOYEES IN BPO CENTER
	",
"
					,
					,
				","
							,
																				","
		Evaluation of antioxidant and cytotoxic activity of marine red alga Scinaia furcellata (Turner) J.Agardh
	",
"
					,
					,
				","
							,
																				","
		Interpretation of Glacial lakes and Water Bodies in the Himalayan Region to Control Natural Hazards using Geospatial Technology
	",
"
					,
					,
				","
							,
																				","
		Estimation of Isobaric Vapour-Liquid Equilibria of THF/Acetic acid System using UNIFAC Method
	",
"
					,
					,
				","
							,
																				","
		A Review on Traffic Congestion Detection  Methodologies and Tools
	",
"
					,
					,
				","
							,
																				","
		Strength Performance Studies on E-Waste Cement Concrete with Metakaolin
	",
"
					,
					,
				","
							,
																				","
		Route-The Safe: A Robust Model for Safest Route Prediction Using Crime and Accidental Data
	",
"
					,
					,
				","
							,
																				","
		A Novel Feature Selection using Optimized Eliminated Iterative Distance Correlation for SDN-Enabled Traffic Anomaly Detection and Mitigation
	",
"
					,
					,
				","
							,
																				","
		Big Data Stream Processing: Latency and Throughput
	",
"
					,
					,
				","
							,
																				","
		Prediction of Chronic Kidney Disease Using Machine Learning Techniques
	",
"
					,
					,
				","
							,
																				","
		End-To-End Communication Between IoT Devices To Maximize Energy Efficiency Through Optimization And Localization Based On The Bio Inspired Algorithms.
	",
"
					,
					,
				","
							,
																				","
		The Comprehensive Review of Congestion Control Techniques in Wireless Sensor Networks
	",
"
					,
					,
				","
							,
																				","
		Performance Optimization of a complex Virtual Private Network Architecture by Means of Adaptive Compression
	",
"
					,
					,
				","
							,
																				","
		A Comprehensive Survey on Computer-Vision Object Detection, Segmentation, Tracking, and Feature Extraction
	",
"
					,
					,
				","
							,
																				","
		Implementation of Area and Delay Efficient QCA Circuits Using 5MAJ
	",
"
					,
					,
				","
							,
																				","
		GST is a Booster or twister for IT Industry: An Impact Analysis
	",
"
					,
					,
				","
							,
																				","
		Prioritization index of soil erosion intensity for management practices within Mountainous River using Geomatics
	",
"
					,
					,
				","
							,
																				","
		Development and Analysis of Infotainment Programme on Learning of Physical Science at Secondary level schools.
	",
"
					,
					,
				","
							,
																				","
		A Detailed Evaluation of the Impact of Learning & Development on Employee Performance & Productivity in IT Sector in Pune
	",
"
					,
					,
				","
							,
																				","
		A Random Key Generation Methodology based Light Weight Security Model for Data-Mining based Healthcare Applications (DMHA)
	",
"
					,
					,
				","
							,
																				","
		E-Service Quality - Impact On Customer Satisfaction
	",
"
					,
					,
				","
							,
																				","
		Features OF THE FREEDOM ISSUES IN THE PLOT'S PHILOSOPHY
	",
"
					,
					,
				","
							,
																				","
		PULSED FLOW OF RHEOLOGICAL COMPLEX FLUIDS IN CYLINDRICAL CHANNELS (EXAMPLE OF BLOOD CIRCULATION)
	",
"
					,
					,
				","
							,
																				","
		Multimodal Approach with Face and Iris to enhance the efficiency of Biometric System Using Soft Biometrics
	",
"
					,
					,
				","
							,
																				","
		SURVEY OF LIKINGS OF TRADITIONAL GAMES AMONGST THE SCHOOL GOING CHILDREN IN HARYANA
	",
"
					,
					,
				","
							,
																				","
		Prediction of Mental Health Disorders using Radial Basis Function Network
	",
"
					,
					,
,
				","
							,
																				","
		Performance Comparison of Geographic Routing in WSN for measuring Coverage Constraints and Energy Consumption in Cloud Environments
	",
"
					,
					,
				","
							,
																				","
		Managing Work-Family Boundary - The Link between Work-Life Benefits and Organizational Citizenship
	",
"
					,
					,
				","
							,
																				","
		Analysis of Perforated Steel Unequal Angle Members by using Abaqus
	",
"
					,
					,
,
				","
							,
																				","
		A Study of Working Capital Management and profitability of Auto Ancillaries – Gears Firms in India
	",
"
					,
					,
,
				","
							,
																				","
		Analytical Applications of in-situ Generated Potassium Trithiocarbonate in DMSO: Determination of Tetraethyl Thiuram Disulfide in Commercial Drugs.
	",
"
					,
					,
				","
							,
																				","
		A COMPARATIVE STUDY BETWEEN BREATHING CONTROL AND PURSED LIP BREATHING AMONG BRONCHIAL ASTHMA PATIENTS
	",
"
					,
					,
				","
							,
																				","
		FORMULATION AND EVALUATION OF SUSTAINED RELEASE MATIRX TABLET OF VILDAGLIPTIN USING NATURAL AND SYNTHETIC POLYMERS
	",
"
					,
					,
				","
							,
																				","
		EXECUTABILITY OF THE CONSTITUTIONAL COURT DECISION REGARDING GRACE PERIOD IN THE FORMULATION OF LEGISLATION
	",
"
					,
					,
				","
							,
																				","
		CALCULATION METHOD OF STATE FINANCIAL LOSSES IN THE PROCUREMENT OF MEDICAL DEVICES IN INDONESIA
	",
"
					,
					,
				","
							,
																				","
		IMPLICATIONS OF HALAL TOURISM SECTOR TO OPTIMIZE REGIONAL OWN SOURCE REVENUE OF TAX AND TOURISM CHARGES IN EAST LOMBOK REGENCY
	",
"
					,
					,
				","
							,
																				","
		DECENTRALIZATION OF HEALTH IN THE ERA OF EXTENSIVE AUTONOMY IN NORTH KONAWE DISTRICT
	",
"
					,
					,
				","
							,
																				","
		EFFORTS TO REDUCE CRIME OF PROCESSED FOOD WITHOUT CIRCULAR LICENSE IN INDONESIA
	",
"
					,
					,
				","
							,
																				","
		The Implementation of Compensation for the Victim of Terrorism  in Indonesia
	",
"
					,
					,
				","
							,
																				","
		A Study of Capital Structure and Profitability of Indian Steel Sector Companies
	",
"
					,
					,
				","
							,
																				","
		Globalization and Women Trafficking in Indonesia: Human Security System to Protect Women Rights
	",
"
					,
					,
				","
							,
																				","
		EFFECTS OF NON-UNIFORM SALINITY GRADIENTS ON THE ONSET OF DOUBLE DIFFUSIVE MAGNETO – MARANGONI CONVECTION IN A COMPOSITE LAYER
	",
"
					,
					,
,
				","
							,
																				","
		Glass-Reinforced Epoxy Pipes Subjected to Short-term High-Temperature High-Pressure Loading Conditions
	",
"
					,
					,
,
				","
							,
																				","
		Characterizing the Relationship  between Sampling Rate and the Appearance of FIR Precursors Infornt of Local  Earthquakes
	",
"
					,
					,
,
				","
							,
																				","
		Examination of Causes and Effects of Accident on Construction Sites: (Case Study of Lagos, Lagos State, Nigeria)
	",
"
					,
					,
,
				","
							,
																				","
		Application of Smart Nano-Composite for Consolidation of Plaster in Roman period at the Dendera Temple, Egypt
	",
"
					,
					,
,
				","
							,
																				","
		Fuzzy and PID Controlled Active Suspension System and Passive Suspension System Comparison
	",
"
					,
					,
,
				","
							,
																				","
		Design of Metamaterial-Based Bandstop Filters Using Complementary Split Ring Resonators
	",
"
					,
					,
,
				","
							,
																				","
		A contemporary interior design inspired from Al qatt Al asiri heritage art in Saudi Arabia Residential Spaces
	",
"
					,
					,
				","
							,
																				","
		The Role of Contemporary Biographical Museums in Heritage Conservation in the UAE
	",
"
					,
					,
,
,
				","
							,
																				","
		Innovative Technology’s Systems and Their Applications on Architecture’s Facades and Interior Design
	",
"
					,
					,
,
				","
							,
																				","
		Energy Absorption of Thin-Walled Cylinders under Impact Load
	",
"
					,
					,
,
				","
							,
																				","
		A Novel Efficient Design for Wireless Power Transfer Employing T-Slot Defected Ground Structure
	",
"
					,
					,
				","
							,
																				","
		EFFECT OF HR POLICIES AND PROCEDURES ON JOB SATISFACTION OF  PORT TRUSTS EMPLOYEES – A COMPARATIVE STUDY
	",
"
					,
					,
				","
							,
																				","
		A Statistical Exploration on Effects of Anxiety Faced by Engineering Students
	",
"
					,
					,
				","
							,
																				","
		SAFETY AND WELFARE PRACTICES AND ITS IMPACT ON EMPLOYEES RETENTION: A MODERATING ROLE OF EMPLOYEES MOTIVATION
	",
"
					,
					,
				","
							,
																				","
		MEASURING MODERATING EFFECT OF EMPLOYEE MOTIVATION ON SAFETY AND WELFARE PRACTICES AND EMPLOYEES RETENTION: AN EVIDENCE FROM HEALTH CARE INDUSTRY IN UTTARAKHAND
	",
"
					,
					,
,
				","
							,
																				","
		Pushover Analysis of a Reinforced Concrete High Rise Frame Building with Aerated Autoclave Concrete Brick Infill and its Behavior with and without Shear Wall
	",
"
					,
					,
				","
							,
																				","
		Woman and the ISIS: Looking through the Lenses of Farida Khalaf and Nadia Murad
	",
"
					,
					,
				","
							,
																				","
		PROSPECTS OF CULTURAL AND RELIGIOUS TOURISM IN MORIGAON DISTRICT
	",
"
					,
					,
				","
							,
																				","
		Assessment of Bank-Line Shift of Depota River, Assam using Geospatial tools
	",
"
					,
					,
,
				","
							,
																				","
		Implementation of Artificial Neural Networks to Predict Void Content
	",
"
					,
					,
,
				","
							,
																				","
		Implementation of Reconfigurable FIR Filter using Logic Optimization Technique
	",
"
					,
					,
,
				","
							,
																				","
		Enhancing Model Performance in Detecting Abnormalities on Human Musculoskeletal System through Optimization Techniques using Deep Learning
	",
"
					,
					,
,
				","
							,
																				","
		Design and Verification of Half Adder using Look Up Table (LUT) in Quantum Dot Cellular Automata (QCA)
	",
"
					,
					,
,
,
				","
							,
																				","
		Performance Analysis of Workflow Scheduling Algorithm in Cloud Computing Environment using Priority Attribute
	",
"
					,
					,
				","
							,
																				","
		Landslide Occurrences in Malaysia Based on Soil Series and Lithology Factors
	",
"
					,
					,
				","
							,
																				","
		ENHANCEMENTS OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING
	",
"
					,
					,
				","
							,
																				","
		IMPLEMENTATION OF BOVW MODEL TOWARDS OBTAINING DISCRIMINATIVE FEATURES OF THE IMAGES
	",
"
					,
					,
				","
							,
																				","
		SOFTWARE AND HARDWARE TOOL FOR THE DEVELOPMENT OF EMBEDDED SOFTWARE AND A STUDY ON APPLICATIONS AND CHARACTERISTICS OF EMBEDDED SYSTEM
	",
"
					,
					,
				","
							,
																				","
		A COMPREHENSIVE STUDY ON FUNCTIONS AND LEVELS OF MANAGEMENT
	",
"
					,
					,
				","
							,
																				","
		THE RELATIONSHIP BETWEEN WORKFORCE DIVERSITY PRACTICES AND PRODUCTIVITY: MEDIATING ROLE OF CONFLICT
	",
"
					,
					,
				","
							,
																				","
		Noise Removal Using Various Filters Based on PSNR & MSE in Fingerprint Biometrics
	",
"
					,
					,
				","
							,
																				","
		CONTROL SYSTEM TOWARDS UTILIZING SELF LEARNING FEED AHEAD SEMANTIC NETWORKS AND DISCOVERIES OF POWER ELECTRONIC SYSTEM OSCILLATIONS
	",
"
					,
					,
				","
							,
																				","
		A COMPREHENSIVE REVIEW ON LANGUAGE ACQUISITION, TEACHING METHODOLOGIES AND INTERACTIVE APPROACHES FOR VOCABULARY TEACHING
	",
"
					,
					,
				","
							,
																				","
		CATALOGUING AND DIAGNOSIS OF WBC’S IN MICROSCOPIC BLOOD SMEAR
	",
"
					,
					,
				","
							,
																				","
		Design of Implantable Antenna for Biomedical Applications
	",
"
					,
					,
				","
							,
																				","
		DESIGN AND IMPLEMENTATION OF DRAINAGE AND GARBAGE SAFETY SYSTEM
	",
"
					,
					,
				","
							,
																				","
		SMART SHOPPING CART
	",
"
					,
					,
				","
							,
																				","
		BOUNDARY DETECTION USING DISTRIBUTED BOUNDARY ESTIMATION ALGORITHM IN CONGNITIVE RADIO NETWORKS
	",
"
					,
					,
				","
							,
																				","
		An Deep encoder and decoder convolutional neural network based retinal blood vessel segmentation
	",
"
					,
					,
				","
							,
																				","
		Agriculture Irrigation Monitoring System
	",
"
					,
					,
				","
							,
																				","
		Monitoring Health Index of Patient Using IoT in Smart Home Environment
	",
"
					,
					,
				","
							,
																				","
		Modified AES-256 Algorithm with Multiple-Keys for Secure Data Transmission and Persistent Storage
	",
"
					,
					,
				","
							,
																				","
		Enhanced Centroid Initialization in Clustering for finding outliers in DataStream
	",
"
					,
					,
				","
							,
																				","
		A  Perspective on Quantum Cryptography Protocols
	",
"
					,
					,
				","
							,
																				","
		Performance Evaluation of Enhanced Heterogeneous Earliest Finish Time Algorithm for DAG Task Scheduling in Cloud Computing
	",
"
					,
					,
				","
							,
																				","
		An Improved RF based Classification Method For Network Intrusion Detection System
	",
"
					,
					,
				","
							,
																				","
		Adaptive Boosting Classifier Based Attack Detection For Secured Communication In Vanet
	",
"
					,
					,
				","
							,
																				","
		Impact of Distributed Denial of Service attack in Internet of Things Applications- An Overview
	",
"
					,
					,
				","
							,
																				","
		EFFIENCENCY OF DATA MINING TECHNIQUES AND DATA SCIENCE
	",
"
					,
					,
				","
							,
																				","
		DEVELOPING A UNIQUE THEORY OF EDUCATIONAL DATA MINING
	",
"
					,
					,
				","
							,
																				","
		Enhanced Initialization and Distance function for Pattern discovery in Web Usage Mining
	",
"
					,
					,
				","
							,
																				","
		A Coefficient Density Adaptive Quantization Approach for Lossless Color Image Compression
	",
"
					,
					,
				","
							,
																				","
		AN ADAPTIVE PRE-PROCESSING FOR COLOR IMAGES WITH THE HYBRID MEDIAN GUIDED [HMG] FILTER FOR AN EFFICIENT IMAGE COMPRESSION
	",
"
					,
					,
				","
							,
																				","
		A Study on Deep Learning Strategies, Applications and Difficulties
	",
"
					,
					,
				","
							,
																				","
		Idealistic Expert Positional Control Responsive Assembling Method of WSN
	",
"
					,
					,
				","
							,
																				","
		Measures for Financial Fraud Detection Using Data Analytics and Machine Learning
	",
"
					,
					,
				","
							,
																				","
		Reliable Cardinal Endorsement Matching Procedure on Image Blocks for forgery detection
	",
"
					,
					,
				","
							,
																				","
		A Survey on Localized Detection and Centralized Verification Scheme for Efficient Secure Communication in WSN
	",
"
					,
					,
				","
							,
																				","
		Colour Image Retrieval Based on Simplest Component Analysis (SCA) with RGB Components
	",
"
					,
					,
				","
							,
																				","
		Multi Improved Ant Colony Optimization (IACO) based cluster head selection and information gathering in Wireless Sensor Networks (WSNs)
	",
"
					,
					,
				","
							,
																				","
		Differential Evolution and Enhanced Distributed Fuzzy Associative Classifier for Big Data
	",
"
					,
					,
				","
							,
																				","
		WEB BROWSER ARTIFACTS RECOVERING METHODS FOR DIGITAL FORENSIC INVESTIGATION
	",
"
					,
					,
				","
							,
																				","
		DISHONEST NODE IDENTIFICATION AND RECOMMENDATION IN WIRELESS SENSOR NETWORKS:  A REVIEW
	",
"
					,
					,
				","
							,
																				","
		Efficient Energy Saving Method for Mobile Ad-Hoc Networks using Shortest Path Algorithm
	",
"
					,
					,
				","
							,
																				","
		The Significance of Fine Tuning Parameters in Supervised Machine Learning Techniques for Diabetic Disease Prediction
	",
"
					,
					,
				","
							,
																				","
		Impregnable the Voice Authentication to Applying Hybrid Iot Techniques for Sheltered Diffusion
	",
"
					,
					,
				","
							,
																				","
		Slope Stability Evaluations Using Limit Equilibrium and Finite Element Methods
	",
"
					,
					,
				","
							,
																				","
		Image Segmentation and Labelling Using Boundary Based Object Detection Method With Light Weight Process
	",
"
					,
					,
				","
							,
																				","
		Optimization of Extraction Methods and Detectors for Heavy Metal Analysis in Sediment
	",
"
					,
					,
				","
							,
																				","
		Evaluation of Clustering Algorithms for Credit Card Data Set Using WEKA
	",
"
					,
					,
				","
							,
																				","
		Feature Space Selection for Cyber-Physical System based on Improved Feature Space Partitioning Tree
	",
"
					,
					,
				","
							,
																				","
		Natural Radionuclide of 230Th in Malaysian Harbor Sediments
	",
"
					,
					,
				","
							,
																				","
		Studies on the Distribution of 210 Pb in Surface Sediments of Peninsular Malaysia during Monsoonal Season
	",
"
					,
					,
				","
							,
																				","
		Multi- Model Ensemble with Deep Neural Network Based Crop Yield Prediction
	",
"
					,
					,
				","
							,
																				","
		Acacia Senegal as an Alternative Material for Hydrogel Electrolyte Implement in Battery
	",
"
					,
					,
				","
							,
																				","
		Effect of Coupling Agent on Mechanical and Physical Properties of Non-Woven Kenaf Fibre Mat Reinforced Polypropylene Composites
	",
"
					,
					,
				","
							,
																				","
		A framework for Fuzzy-based Fault Tolerant Routing mechanism with Capacity Delay Tradeoff in MANET
	",
"
					,
					,
				","
							,
																				","
		Optimized Multi Hop Link Strategic Dynamic Routing Orient Data Transmission for Improved Sink Point Streaming in Manet
	",
"
					,
					,
				","
							,
																				","
		Synthesis and Characterization of Hydroxyapatite Powder from Fish Bones and Scales using Calcination Method
	",
"
					,
					,
				","
							,
																				","
		Reduction of Blowholes in DC Modulated TIG Welding for Copper
	",
"
					,
					,
				","
							,
																				","
		LINEAR ROUTE CACHING BASED TRACKING GEOCAST DATA TRANSMISSION USING CROSS REGION NEIGHBOUR BOUNDARY IN WIRELESS ADHOC NETWORK
	",
"
					,
					,
				","
							,
																				","
		Life-Cycle Assessment (LCA) of Plastic Bag: Current Status of Product Impact
	",
"
					,
					,
				","
							,
																				","
		The Development of Entrepreneurial Skill Through “Creativepreneur 2.0” Model
	",
"
					,
					,
				","
							,
																				","
		ICT use among the Students of Arts and Science Remote Colleges in Tamil Nadu
	",
"
					,
					,
				","
							,
																				","
		Improving University Competitiveness Through Blue Ocean Strategy Based Co Creation Strategy
	",
"
					,
					,
				","
							,
																				","
		Enhancing security in IoT healthcare services using fog computing
	",
"
					,
					,
				","
							,
																				","
		Strategies to Improve Financial Technology Product Innovation
	",
"
					,
					,
				","
							,
																				","
		A SURVEY ON APPROXIMATE ARITHMETIC COMPUTATIONS
	",
"
					,
					,
				","
							,
																				","
		ERROR ANALYSIS FOR DWPTHARDWARE REALIZATIONUSING APPROXIMATION
	",
"
					,
					,
				","
							,
																				","
		Strategies of Business Model Establishment for The Financial Technology Industry in Indonesia
	",
"
					,
					,
				","
							,
																				","
		Students’ Concept Images on Set: Zone of Differences between Concept Image and Formal Concept Definition
	",
"
					,
					,
				","
							,
																				","
		Cognitive Competence Based on the E-Learning
	",
"
					,
					,
				","
							,
																				","
		A COMPREHENSIVE STUDY ON TRADITIONAL AI AND ANN ARCHITECTURE
	",
"
					,
					,
				","
							,
																				","
		Appreciation and Visual Semiotic Evaluation in Bilingual Tourism Information Media
	",
"
					,
					,
				","
							,
																				","
		New Method Evaluation of a Group of 1 Ohm Standard Resistors in National Metrology Institute of Malaysia (NMIM)
	",
"
					,
					,
				","
							,
																				","
		VARIATION ANALYSIS OF ARTIFICIAL INTELLIGENCE, MACHINE LEARNING AND ADVANTAGES OF DEEP ARCHITECTURES
	",
"
					,
					,
				","
							,
																				","
		Extracting Characteristics of Adaptive Tool for Rehabilitation: A Qualitative Insight from the Expert User’s Practice
	",
"
					,
					,
				","
							,
																				","
		Study on Characteristics and Energy Content’s Optimization of Torrefied Oil Palm Empty Fruit Bunch Biochar
	",
"
					,
					,
				","
							,
																				","
		(IM)Politeness Study on Swearing as a New Youths’ Culture: A Status Quo Verdict
	",
"
					,
					,
				","
							,
																				","
		Profile of Students’ Argumentation: A Case Study on Human Cloning
	",
"
					,
					,
				","
							,
																				","
		Emotional Intelligence and Doctor’s Counterproductive Work Behavior: The Mediating Role of Leader Member Exchange Quality
	",
"
					,
					,
				","
							,
																				","
		The Relationship between Human Resource Development, Intrapreneurial Competencies and Innovative Work Behaviour
	",
"
					,
					,
				","
							,
																				","
		Factors of Augmented Reality Technology Adoption in Influencing Attitude and Purchasing Intention: A Review on Advertising Context
	",
"
					,
					,
				","
							,
																				","
		Enterprise Risk Management and Corporate Governance Strategic: Emerging Firm Value
	",
"
					,
					,
				","
							,
																				","
		The Communication Strategies Relationship of Non-Native Speakers with Extra Linguistics Factors in Target Language: A Case Study
	",
"
					,
					,
				","
							,
																				","
		Enhancing the Understanding of the Pronunciation of Arabic Pharyngealized Plosive Sounds via Acoustic Phonetic Approach
	",
"
					,
					,
				","
							,
																				","
		Plants Compatible with Islamic Values in the Malay Landscape at City of Kota Bharu, Kelantan, Malaysia
	",
"
					,
					,
				","
							,
																				","
		STUDY ON EFFECT OF SOCIAL MEDIA ON RETAIL BUYING BEHAVIOUR.
	",
"
					,
					,
				","
							,
																				","
		A non-linear Kernel feature subset selection based semi-supervised framework for medical disease prediction
	",
"
					,
					,
				","
							,
																				","
		A Hybrid Integrity based encryption model on Video2video Steganography
	",
"
					,
					,
,
				","
							,
															,
																				","
		The Influence of Service Quality on Customer Satisfaction: Evidence from Public Sector and Private Sector Banks in Kurdistan/Iraq
	",
"
					,
					,
				","
							,
																				","
		The Components Which Affect the Adoption Of E-Government Applications in Jordan
	",
"
					,
					,
				","
							,
																				","
		The Impact of Organizational Factors on Strategic Management Practices of Firms in Jordan
	",
"
					,
					,
				","
							,
																				","
		Crop Insurance in India: Earlier Initiative to Latest Development
	",
"
					,
					,
				","
							,
																				","
		Synthesis of palladium nanoparticles in SiO2 matrix
	",
"
					,
					,
				","
							,
																				","
		Assessment of the Trends and Challenges in Quality Management System/ISO-9001:2008/ Implementation: The Case of Agro-Food Industries in India
	",
"
					,
					,
				","
							,
																				","
		A Contextual Deep Clustering Based Intrusion Detection Method for Cloud
	",
"
					,
					,
				","
							,
																				","
		Practical Investigation of Tool Wear Mechanism of PCBN Material by Using FSP
	",
"
					,
					,
				","
							,
																				","
		Energy and Exergy Analysis of Wet Ethanol-based HCCI Engine Combined Cycle Cogeneration System
	",
"
					,
					,
				","
							,
																				","
		Determinants of Millennial Online Consumer Behavior and Prospective Purchase Decisions
	",
"
					,
					,
				","
							,
																				","
		Analysis of Digital and Conventional Marketing through Return on Asset with Implications of SE-SM Optimizations and SE Marketing
	",
"
					,
					,
				","
							,
																				","
		Congestion Aware Clustered Mechanism with Adaptive Lion Optimized Routing Strategy (CACM - ALORS) for  Delay-Constrained Flying Ad-hoc Networks
	",
"
					,
					,
				","
							,
																				","
		Enhanced Multistage Approach for Supervised Learning of Medical Data
	",
"
					,
					,
				","
							,
																				","
		REWEIGHTED GAUSSIAN CORRELATIVE BOOST CLUSTERING FOR STALE ROUTE ELIMINATION IN MANET
	",
"
					,
					,
				","
							,
																				","
		Static Human Facial Expression Recognition Using Facial Components Detection And Hog Features
	",
"
					,
					,
				","
							,
																				","
		ICT use among the Students of Arts and Science Remote Colleges in Tamil Nadu
	",
"
					,
					,
				","
							,
																				","
		A GRAY SCALE IMAGE SEGMENTATION TECHNIQUE USING HISTOGRAM EQUALIZATION BASED FIREFLY ALGORITHM
	",
"
					,
					,
				","
							,
																				","
		Design and Implementation of Fault Tolerant Hybrid Full Adder Using Inverter
	",
"
					,
					,
				","
							,
																				","
		The Components Which Affect the Adoption Of E-Government Applications in Jordan
	",
"
					,
					,
				","
							,
																				","
		The Impact of Organizational Factors on Strategic Management Practices of Firms in Jordan
	",
"
					,
					,
				","
							,
																				","
		The Effects of Social Influence Factors on Income Tax Evasion among the Palestinian SMEs
	",
"
					,
					,
				","
							,
																				","
		ELECTRONIC TAX FILING ADOPTION IN JORDAN: THE TAX EMPLOYEES’ PERSPECTIVES
	",
"
					,
					,
				","
							,
																				","
		Second and Higher Order Iteration in Lagrangian Method
	",
"
					,
					,
				","
							,
																				","
		Massive Open Online Course (MOOC): With Special Reference to Library and Information Science Professionals in India
	",
"
					,
					,
,
				","
							,
																				","
		AN INTELLIGENT COMPUTING FRAMEWORK FOR MULTICORE HETEROGENEOUS EMBEDDED ARCHITECTURES
	",
"
					,
					,
				","
							,
																				","
		The Teaching Learning Process
	",
"
					,
					,
				","
							,
																				","
		IMPACT OF REGIONAL AND SUBCULTURAL FACTORS ON BRAND PERCEPTION
	",
"
					,
					,
				","
							,
																				","
		Noise Removal Using Various Filters Based on PSNR & MSE in Fingerprint Biometrics
	",
"
					,
					,
				","
							,
																				","
		Antecedents of Brand Personality
	",
"
					,
					,
				","
							,
																				","
		A STUDY ON CUSTOMER BEHAVIOUR AND SATISFACTION TOWARDS ONLINE SHOPPING AMONG FMCG WITH SPECIAL REFERENCE TO CHENNAI
	",
"
					,
					,
				","
							,
																				","
		MAGNITUDE OF PILGRIMAGE TOURISM IN TUTICORIN DISTRICT - CRITICAL ASSESSMENT
	",
"
					,
					,
				","
							,
																				","
		Exploring the nexus between talent incongruence and psychological contract in IT industry
	",
"
					,
					,
				","
							,
																				","
		FACTORS INFLUENCING JOB SATISFACTION AMONG  PRIVATE BANK EMPLOYEES (With Special Reference to Kanchipuram District)
	",
"
					,
					,
				","
							,
																				","
		An Empirical Study on Consumer Awareness on Digital Footprints
	",
