abstract,author,title
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>In the modern World, diseases may occur at any time. Early diagnosis can prevent the serious consequences of the disease. The Computer Aided Diagnosis has very positively influenced the medical field. It helps the Radiologists to diagnose the diseases very quickly, precisely and accurately. The earlier diagnosis can help doctors to cover further spreading of the disease and to overcome at all. In this paper presented the following step to implements the Diagnosis process including the image preprocessing, Feature Extraction, Segmentation and classification. There are different techniques used in Image Segmentation like Fuzzy-C-Mean (FCM) Algorithm, Thresholding, Watershed Clustering Method and Region Growing etc. Feature extraction is the second phase that includes the calculation of different features of segmented lesion. It transforms the data that is in high-dimensional space to some extent of lesser dimensions. This is the final phase the classification phase that which is deals the Measurement of feature that are used the input to support the vector machine in last classify the lesion. This paper works of Computer Aided Diagnosis on liver lesion has briefly described.</em></div>
		<br>
		</div>","Shoaib Farooq, Zoya Khan",A Survey of Computer Aided Diagnosis (Cad) of Liver in Medical Diagnosis
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>The Graphic Processing Units (GPU) are being adopted in many High Processing Computing (HPC) facilities because of their massively parallel and extraordinary computing power, which makes it possible to accelerate many general purpose implementations from different domains. A general-purpose GPU (GPGPU) is a GPU that performs computations that were traditionally handled by central processing unit (CPU) to accelerate applications along with handling traditional computations for graphics rendering. However, GPUs have some limitations, such as increased acquisition costs as well as larger space requirements, more powerful energy supplies, and their utilization is usually low for most workloads. That results in the need of GPU virtualization to maximize the use of an acquired GPU to share between the virtual machines for optimal use, to reduce power utilization and minimize the costs. This study comparatively reviews the recent GPU virtualization techniques including API remoting, para, full and hardware based virtualization, targeted for general-purpose accelerations.</em></div>
		<br>
		</div>","M Alyas, Hamid Hassan",GPGPU Virtualization Techniques a Comparative Survey
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Life is a blessing but some diseases snatch human life away before even they are being diagnosed. One such horrifying disease is cancer. Among cancer, the most leading and common type is breast cancer.  The actual problem lies in the fact that it is very hard and time consuming for even the most experienced medical specialist to detect the disease with high accuracy but the machines and modern computer science techniques have increased the accuracy and reduced the amount of time taken to diagnose cancer. In the subject paper, a new parallel machine learning technique called the two-stage classifier for identifying breast cancer is presented and compared with various existing techniques in terms of accuracy and percentage error reduction. The proposed technique turns out to be better not only in terms of parallelism but also in terms of the evaluated metrics and reduced the error percentage to almost 50% in one of the cases.</em></div>
		<br>
		</div>","Ali Tariq Nagi, Ahmad Wali, Adnan Shahzada, Muhammad Masroor Ahmad",A Parellel two Stage Classifier for Breast Cancer Prediction and Comparison with Various Ensemble Techniques
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>Business process management (BPM) plays a vital role in organizations management. A central piece to that is the collection of business process models. Depending upon the size of the organization, the collection may have many process models in the process repository. A key feature to such a repository is searching of process models which requires computing similarity between a pair of process models. For a given pair of process models, similarity refers to finding whether the two process models that form the pair are similar or not. To compute the similarity between process models, several techniques have been established however a rigorous evaluation of these techniques has either not been conducted on numerous occasions or the evaluation has not been sufficiently rigorous. A key reason to that is the absence of a benchmark set of queries and their relevant process models, as a judge by human experts. In this study, we argue, the fewer queries used for evaluation may not have the necessary diversity to challenge the abilities of the matching techniques. This work is usually not done due to a large number of manual comparisons. It is thus required a pool of queries. A related challenge is to identify a pool of process models that are declared as relevant to the query models. To address these challenges, we have suggested a technique.</em></div>
		<br>
		</div>","Ayesha Asmat, Afnan Iftikhar",Generating Corpus for Evaluating Performance of Process Matching Techniques
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><strong><em>TCP (Transmission Control Protocol) and UDP (User Datagram Protocol) are the most important protocols in complete protocol architecture.  There are many types of attacks that can block the communication or reduce the performance of a protocol. This study provides a detail analysis of TCP and UDP attacks and their application layer protocols. The authors will also suggest that where the security administrator should focus for providing best security. The old datasets such as KDD99 and NSLKDD has many limitations. This study uses UNSW-NB15 dataset which has recently been generated.</em></strong></div>
		<br>
		</div>","Asghar Ali Shah, Yaser Danial Khan, Muhammad Adeel Ashraf",Attacks Analysis of TCP And UDP Of UNCW-NB15 Dataset
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>In this paper, we propose and examine a new relation in </em><em>-Pochhammer symbol. Further, we set up </em><em>-section, </em><em>-factorial and </em><em>-binomial coefficient in term of </em><em>-Pochhammer symbol utilizing our proposed connection.</em></div>
		<br>
		</div>",Aneela Ashraf,NOVEL INVESTIHATIONS IN Q-POCHHAMMER SYMBOL
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>In this paper, we propose and investigate a new relation in q-Pochhammer symbol. Further, we establish q-bracket, q-factorial and q-binomial coefficient in term of q-Pochhammer symbol using our proposed relation. As an application,  we express q-Pochhammer symbols in term of ordinary equations to define new surface graphs.</em></p></div>
		<br>
		</div>","Aneela Ashraf, Muhammad Khalid Mahmood",A NEW RELATION IN Q-POCHHAMMER SYMBOL WITH APPLICATIONS
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div>In<em> this paper, I address the problem of the subjectivity classification in text. The subjective text is opinion bearing, whereas the objective text is text without expressing opinions. The supervised learning technique namely, Support Vector Machine (SVM) is used to classify the text as subjective and objective. A publically available dataset of drug reviews is used to conduct the experiments using WEKA platform. The experimental results show that the proposed SVM classifier performed better than the other classifiers</em></div>
		<br>
		</div>",Alaa Omran Almagrabi,Performing Subjectivity Classification in Text Using Support Vector Machine
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>This survey paper explained the different approaches of synchronization of replicas of files placed on distributed systems. The survey tells some older and latest techniques of synchronization. Some techniques are by the interference of metadata servers and some are without any intrusion of MDS. In former technique SS storage servers are used for synchronization among replicas. To maximize the performance, scalability and reliability CEPH is a distributed file system. It makes distinction between meta data and data management by object storage file system run on object file systems. Excellent I/O and metadata management is done on CEPH. Commodity servers and disks are used for multitier distributed systems. Performance reliability, I/O rate, workload in writes operations and less overhead in synchronization are the main focus while synchronization of replicas. Hadoop and Google file system are the distributive file systems. Hadoop ensures the better input and output performance with minimal synchronization in replicas, data intensive applications and provides fault tolerance. Some strategies are used for data intensive applications. Parallel file system is type of distributed file system. Analysis enforces the best performance on small and large input output requests. Pattern direct and layout replication technique is one of the most optimized techniques for parallel file system. Data access performance, reliability, data consistency, centralized synchronization, less workload, less overhead is the main focus of all the techniques. Some other file systems like SOFA and frangipani do focus on data consistency and reduce of bandwidth.</em><em></em></p></div>
		<br>
		</div>","Saher Ather, Hooria Muslin-Ud-Din, Muhammad Nabeel, Muhammad Ahsan, Bilal Hassan",Several Adaptive Replica Synchronization Approaches for Distributed file System
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><p><em>As the research increased in computer science highlight the scientists mind for the growing research world towards security. Researchers have done a lot of research work in network Security. Cybersecurity has progressively become a zone of alarm for officials, Government agencies and industries, including big commercialized infrastructure, are under attack daily. First signature-based intrusion detection systems were developed, and it detects only novel attacks. To detect strange attacks statistical IDS came into being recognized as anomaly-based IDS. It is not as much efficient as it detects all. In this, study the author focus on the efficiency of IDS using NSL-KDD99 dataset and support vector machine (SVM) technique to identify attacks. NSL-KDD dataset is used for the evaluation of these type of systems.</em></p></div>
		<br>
		</div>","Muhammad Hamza Aziz, Asghar Ali Shah",Anomaly Based Intrusion Detection System Which Analyze the Dataset and Detect Intrusion
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div><em>CCTV cameras are commonly used for security issues. Pan-tilt-zoom (PTZ) cameras are mostly used for this purpose. To stitch two or more video streams from different cameras is much cheaper than PTZ solution. There are three stages of video stitching.  Feature identification is the first stage of video stitching. To scale the invariant features like rotation, scaling and noise etc. Direct and feature base identification has basically two types of feature identification. Shifting and warping the images purpose to identify how these features are agreeing with each other is the main concern for direct base identification. While feature identification rely on extracting the features and then perform matching among them on the base of features. Calibration is the second stage of the video stitching. The images are stitch in panoramic way in calibration depending upon alignment among them. Blending is the last stage of video stitching where numerous videos are display in single panoramic way. Any blending algorithm is used to blend the pixels together and for final view. </em></div>
		<br>
		</div>","Ahsan Ali, Asghar Ali Shah, Kashif Aftab, Muhammad Usman",Multicamera Video Stitching Surveillance System
"<div id=""articleAbstract"">
		<h4>Abstract</h4>
		<br>
		<div>This paper describes the accuracy of various algorithms for classification of text on the basis of gender identification. We examined the knowledge extracted from corpus of Twitter's online social media in term of gender identity. By comparing algorithms on different feature sets, we established a feature set of 20 distinct arguments which increase the correctness of gender identification on all over the twitter. We reported accuracies of three algorithms obtained by using two approaches applied on two classes of gender i.e. male and female; a model where a lot of features are reduced using powerset transformation.</div>
		<br>
		</div>","Waqas Ali, Malik Tahir Hassan, Syed Fawad Raza, Usman Fiaz",Classification Of Twitter’s Data To Get Gender Identification
